00,398,27,466,134,4148
01,40,37,124,134,5414
02,490,43,543,134,3013
03,135,44,203,134,3675
04,223,51,270,134,2432
05,568,51,616,133,2136
06,288,140,361,238,4218
07,401,148,464,243,3531
08,41,149,121,239,4918
09,135,152,203,238,3676
10,492,152,544,242,3003
11,222,158,272,238,1812
12,566,159,619,239,2141
13,499,268,558,342,2138
14,288,280,347,342,2140
15,48,283,108,342,2692
16,129,285,189,342,2581
17,209,286,269,342,2473
18,422,292,482,342,2111
19,575,300,634,342,1542
